																																																																																											2018-07-22 01:13:04,"b'RT @unicefecuador: \xe2\x80\x9cEn Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
2018-07-22 01:12:33,"b'RT @unicefecuador: ""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolescentes.\xe2\x80\xa6'"
2018-07-21 22:55:52,"b'RT @unicefecuador: ""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolescentes.\xe2\x80\xa6'"																																																																			
2018-07-21 22:48:00,"b'RT @unicefecuador: ""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolescentes.\xe2\x80\xa6'"
2018-07-21 22:30:16,"b'RT @unicefecuador: \xe2\x80\x9cEn Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
2018-07-21 22:29:16,"b'RT @unicefecuador: ""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolescentes.\xe2\x80\xa6'"
2018-07-21 21:49:37,"b'RT @unicefecuador: ""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolescentes.\xe2\x80\xa6'"
2018-07-21 21:48:22,"b'RT @unicefecuador: ""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolescentes.\xe2\x80\xa6'"
2018-07-21 21:43:53,"b'""En Ecuador, estamos comenzando a manejar un mismo idioma sobre delitos sexuales contra los ni\xc3\xb1os, ni\xc3\xb1as y adolesce\xe2\x80\xa6 https://t.co/eOJGmmyVxE'"
2018-07-21 19:50:08,"b'\xe2\x80\x9cUno de los objetivos de este seminario es lograr integrar el trabajo del fiscal con el del psic\xc3\xb3logo, desde sus di\xe2\x80\xa6 https://t.co/gUSIdvhp3w'"
2018-07-21 18:52:24,"b'RT @unicefecuador: En #Quito, este s\xc3\xa1bado damos inicio a la formaci\xc3\xb3n a fiscales en entrevistas forenses a ni\xc3\xb1os que han sido v\xc3\xadctimas de d\xe2\x80\xa6'"
2018-07-21 18:51:59,"b'RT @unicefecuador: \xe2\x80\x9cEn 																																																																																																																																																													Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
2018-07-21 17:27:58,"b'RT @unicefecuador: \xe2\x80\x9cEn Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
2018-07-21 17:10:32,"b'@ChrisNewlin24, Director Ejecutivo del @ncactraining, dice que es necesario fortalecer el sistema que atiende los c\xe2\x80\xa6 https://t.co/xtLSQCVAlB'"
2018-07-21 16:36:54,"b'RT @unicefecuador: \xe2\x80\x9cEn Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
2018-07-21 16:26:36,"b'RT @unicefecuador: \xe2\x80\x9cEn Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
2018-07-21 15:57:21,"b'En taller junto a fiscales, Juan Enrique Qui\xc3\xb1\xc3\xb3nez, Representante Adjunto de UNICEF Ecuador, comparte la importancia\xe2\x80\xa6 https://t.co/2Gf7u6c9nC'"
2018-07-21 15:38:35,"b'RT @unicefecuador: En #Quito, este s\xc3\xa1bado damos inicio a la formaci\xc3\xb3n a fiscales en entrevistas forenses a ni\xc3\xb1os que han sido v\xc3\xadctimas de d\xe2\x80\xa6'"
2018-07-21 15:33:14,"b'RT @unicefecuador: \xe2\x80\x9cEn Ecuador, los temas de abuso sexual infantil hab\xc3\xadan estado silenciados. Pero ahora estamos pasando de una cultura de\xe2\x80\xa6'"
